series_id,group_id,currency_to_sek,date,currency,currency_description,source
SEKEURPMI,130,10.7041,2022-07-08,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.6619,2022-07-08,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0443,2022-07-08,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.5879,2022-07-08,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-07-08,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4425,2022-07-07,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.7331,2022-07-07,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.5911,2022-07-07,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0419,2022-07-07,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.5345,2022-07-07,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-07-07,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4466,2022-07-06,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.764,2022-07-06,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.5629,2022-07-06,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0458,2022-07-06,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.4908,2022-07-06,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-07-06,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4491,2022-07-05,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.7802,2022-07-05,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.5419,2022-07-05,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0496,2022-07-05,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.3851,2022-07-05,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-07-05,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4464,2022-07-04,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.7597,2022-07-04,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.5009,2022-07-04,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.042,2022-07-04,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.3121,2022-07-04,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-07-04,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4451,2022-07-01,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.7491,2022-07-01,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.461,2022-07-01,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0365,2022-07-01,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.2905,2022-07-01,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-07-01,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4356,2022-06-30,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.6801,2022-06-30,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.4127,2022-06-30,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0314,2022-06-30,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.2194,2022-06-30,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-30,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4356,2022-06-29,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.6805,2022-06-29,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3935,2022-06-29,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0342,2022-06-29,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.1752,2022-06-29,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-29,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4306,2022-06-28,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.6444,2022-06-28,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3269,2022-06-28,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0296,2022-06-28,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.0509,2022-06-28,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-28,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4322,2022-06-27,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.6563,2022-06-27,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.4127,2022-06-27,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0257,2022-06-27,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.0702,2022-06-27,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-27,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4377,2022-06-23,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.6942,2022-06-23,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.4021,2022-06-23,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0172,2022-06-23,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.1694,2022-06-23,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-23,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4339,2022-06-22,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.6667,2022-06-22,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3786,2022-06-22,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0206,2022-06-22,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.1635,2022-06-22,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-22,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4288,2022-06-21,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.6291,2022-06-21,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3942,2022-06-21,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0252,2022-06-21,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.0772,2022-06-21,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-21,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4371,2022-06-20,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.69,2022-06-20,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.429,2022-06-20,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0217,2022-06-20,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.1617,2022-06-20,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-20,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4386,2022-06-17,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.7014,2022-06-17,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.5138,2022-06-17,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0222,2022-06-17,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.1651,2022-06-17,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4355,2022-06-16,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.6779,2022-06-16,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3948,2022-06-16,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0211,2022-06-16,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.2683,2022-06-16,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-16,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4289,2022-06-15,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.6296,2022-06-15,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.1977,2022-06-15,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0156,2022-06-15,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.136,2022-06-15,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-15,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4248,2022-06-14,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.6018,2022-06-14,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.352,2022-06-14,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0274,2022-06-14,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.1332,2022-06-14,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4186,2022-06-13,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.5531,2022-06-13,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3417,2022-06-13,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0283,2022-06-13,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.0676,2022-06-13,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4151,2022-06-10,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.5279,2022-06-10,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3615,2022-06-10,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0352,2022-06-10,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.8975,2022-06-10,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-10,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4157,2022-06-09,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.5309,2022-06-09,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.299,2022-06-09,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0354,2022-06-09,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.8291,2022-06-09,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-09,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4089,2022-06-08,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.4808,2022-06-08,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3217,2022-06-08,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0343,2022-06-08,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.8068,2022-06-08,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-08,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4114,2022-06-07,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.5001,2022-06-07,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.2608,2022-06-07,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0365,2022-06-07,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.8218,2022-06-07,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-07,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4011,2022-06-03,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.4231,2022-06-03,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.1909,2022-06-03,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0326,2022-06-03,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.6968,2022-06-03,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-03,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.408,2022-06-02,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.4742,2022-06-02,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.2888,2022-06-02,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0368,2022-06-02,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.8083,2022-06-02,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-02,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4102,2022-06-01,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.4913,2022-06-01,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3271,2022-06-01,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0434,2022-06-01,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.7826,2022-06-01,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-06-01,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4153,2022-05-31,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.5291,2022-05-31,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3649,2022-05-31,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0375,2022-05-31,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.8005,2022-05-31,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-31,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4134,2022-05-30,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.5137,2022-05-30,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.349,2022-05-30,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0361,2022-05-30,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.7773,2022-05-30,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-30,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4194,2022-05-27,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.5594,2022-05-27,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.4064,2022-05-27,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0329,2022-05-27,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.8256,2022-05-27,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-27,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4124,2022-05-25,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.5098,2022-05-25,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3323,2022-05-25,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0265,2022-05-25,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.8328,2022-05-25,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-25,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4085,2022-05-24,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.4812,2022-05-24,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3036,2022-05-24,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0192,2022-05-24,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.7714,2022-05-24,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-24,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4082,2022-05-23,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.4783,2022-05-23,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.4167,2022-05-23,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0239,2022-05-23,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.8795,2022-05-23,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-23,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4098,2022-05-20,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.4924,2022-05-20,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3821,2022-05-20,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0225,2022-05-20,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.9223,2022-05-20,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-20,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4123,2022-05-19,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.5092,2022-05-19,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3952,2022-05-19,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0162,2022-05-19,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.0296,2022-05-19,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-19,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4061,2022-05-18,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.464,2022-05-18,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3589,2022-05-18,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0235,2022-05-18,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.9506,2022-05-18,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-18,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4039,2022-05-17,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.4476,2022-05-17,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3965,2022-05-17,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0311,2022-05-17,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.9885,2022-05-17,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4085,2022-05-16,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.4806,2022-05-16,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3175,2022-05-16,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0282,2022-05-16,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.0594,2022-05-16,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-16,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4131,2022-05-13,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.5144,2022-05-13,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.353,2022-05-13,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0284,2022-05-13,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.1011,2022-05-13,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4247,2022-05-12,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.6011,2022-05-12,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3572,2022-05-12,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.027,2022-05-12,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.1327,2022-05-12,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-12,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4212,2022-05-11,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.5719,2022-05-11,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3563,2022-05-11,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.034,2022-05-11,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.0173,2022-05-11,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-11,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4282,2022-05-10,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.6236,2022-05-10,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.4011,2022-05-10,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0394,2022-05-10,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.0564,2022-05-10,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-10,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4141,2022-05-09,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.5202,2022-05-09,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.2822,2022-05-09,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.047,2022-05-09,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.0038,2022-05-09,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-09,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4117,2022-05-06,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.5037,2022-05-06,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3075,2022-05-06,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0471,2022-05-06,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,10.0027,2022-05-06,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-06,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.3903,2022-05-05,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.3455,2022-05-05,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.239,2022-05-05,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0543,2022-05-05,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.7667,2022-05-05,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-05,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.3983,2022-05-04,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.4033,2022-05-04,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3633,2022-05-04,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0498,2022-05-04,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.8935,2022-05-04,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-04,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.3957,2022-05-03,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.383,2022-05-03,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3774,2022-05-03,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0503,2022-05-03,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.8743,2022-05-03,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-03,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.3949,2022-05-02,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.3776,2022-05-02,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3687,2022-05-02,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0492,2022-05-02,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.8383,2022-05-02,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-05-02,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.3856,2022-04-29,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.3108,2022-04-29,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.2502,2022-04-29,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0487,2022-04-29,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.7666,2022-04-29,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-04-29,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.3873,2022-04-28,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.3239,2022-04-28,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3062,2022-04-28,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0525,2022-04-28,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.7979,2022-04-28,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-04-28,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4055,2022-04-27,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.4582,2022-04-27,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3813,2022-04-27,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0651,2022-04-27,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.8657,2022-04-27,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-04-27,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.401,2022-04-26,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.4222,2022-04-26,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.4045,2022-04-26,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0597,2022-04-26,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.7476,2022-04-26,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-04-26,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.3868,2022-04-25,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.3244,2022-04-25,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.2719,2022-04-25,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0637,2022-04-25,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.6014,2022-04-25,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-04-25,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.3858,2022-04-22,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.3113,2022-04-22,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3173,2022-04-22,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0672,2022-04-22,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.5362,2022-04-22,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-04-22,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.3775,2022-04-21,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.2482,2022-04-21,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.2746,2022-04-21,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0695,2022-04-21,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.3931,2022-04-21,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-04-21,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.3799,2022-04-20,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.2658,2022-04-20,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.3565,2022-04-20,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0775,2022-04-20,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.4931,2022-04-20,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-04-20,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.3891,2022-04-19,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.3328,2022-04-19,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.4584,2022-04-19,GBP,pound sterling,Nasdaq
SEKNOKPMI,130,1.0824,2022-04-19,NOK,Norwegian krone,Nasdaq
SEKUSDPMI,130,9.577,2022-04-19,USD,US dollar,Nasdaq
